"","x"
"2060",45.3872228716409
"2061",45.3982378512647
"2062",45.4092501589709
"2063",45.4202597967031
"2064",45.4312667664022
"2065",45.4422710700071
"2066",45.453272709454
"2067",45.4642716866772
"2068",45.4752680036083
"2069",45.4862616621766
"2070",45.4972526643093
"2071",45.508241011931
"2072",45.5192267069642
"2073",45.5302097513288
"2074",45.5411901469428
"2075",45.5521678957215
"2076",45.5631429995781
"2077",45.5741154604234
"2078",45.5850852801659
"2079",45.596052460712
"2080",45.6070170039655
"2081",45.6179789118282
"2082",45.6289381861993
"2083",45.6398948289761
"2084",45.6508488420533
"2085",45.6618002273235
"2086",45.6727489866769
"2087",45.6836951220017
"2088",45.6946386351835
"2089",45.7055795281058
"2090",45.7165178026498
"2091",45.7274534606947
"2092",45.7383865041171
"2093",45.7493169347915
"2094",45.7602447545902
"2095",45.7711699653832
"2096",45.7820925690384
"2097",45.7930125674212
"2098",45.8039299623951
"2099",45.8148447558212
"2100",45.8257569495584
"2101",45.8366665454634
"2102",45.8475735453906
"2103",45.8584779511924
"2104",45.8693797647189
"2105",45.8802789878178
"2106",45.8911756223351
"2107",45.902069670114
"2108",45.912961132996
"2109",45.9238500128201
"2110",45.9347363114234
"2111",45.9456200306406
"2112",45.9565011723042
"2113",45.9673797382448
"2114",45.9782557302906
"2115",45.9891291502677
"2116",46
"2117",46.0108682813094
"2118",46.0217339960154
"2119",46.0325971459356
"2120",46.0434577328854
"2121",46.0543157586778
"2122",46.0651712251241
"2123",46.0760241340331
"2124",46.0868744872117
"2125",46.0977222864644
"2126",46.108567533594
"2127",46.1194102304008
"2128",46.1302503786832
"2129",46.1410879802373
"2130",46.1519230368573
"2131",46.1627555503352
"2132",46.1735855224608
"2133",46.184412955022
"2134",46.1952378498044
"2135",46.2060602085917
"2136",46.2168800331654
"2137",46.2276973253049
"2138",46.2385120867876
"2139",46.2493243193887
"2140",46.2601340248815
"2141",46.2709412050371
"2142",46.2817458616245
"2143",46.2925479964108
"2144",46.3033476111609
"2145",46.3141447076376
"2146",46.3249392876019
"2147",46.3357313528124
"2148",46.3465209050259
"2149",46.357307945997
"2150",46.3680924774785
"2151",46.3788745012209
"2152",46.3896540189728
"2153",46.4004310324807
"2154",46.4112055434892
"2155",46.4219775537406
"2156",46.4327470649756
"2157",46.4435140789325
"2158",46.4542785973477
"2159",46.4650406219558
"2160",46.475800154489
"2161",46.4865571966778
"2162",46.4973117502507
"2163",46.5080638169339
"2164",46.518813398452
"2165",46.5295604965274
"2166",46.5403051128804
"2167",46.5510472492295
"2168",46.5617869072913
"2169",46.5725240887801
"2170",46.5832587954085
"2171",46.593991028887
"2172",46.6047207909242
"2173",46.6154480832267
"2174",46.6261729074991
"2175",46.6368952654441
"2176",46.6476151587624
"2177",46.6583325891528
"2178",46.6690475583121
"2179",46.6797600679352
"2180",46.690470119715
"2181",46.7011777153425
"2182",46.7118828565066
"2183",46.7225855448947
"2184",46.7332857821917
"2185",46.743983570081
"2186",46.7546789102438
"2187",46.7653718043597
"2188",46.776062254106
"2189",46.7867502611583
"2190",46.7974358271904
"2191",46.8081189538738
"2192",46.8187996428785
"2193",46.8294778958724
"2194",46.8401537145215
"2195",46.8508271004899
"2196",46.8614980554399
"2197",46.8721665810319
"2198",46.8828326789242
"2199",46.8934963507734
"2200",46.9041575982343
"2201",46.9148164229596
"2202",46.9254728266003
"2203",46.9361268108053
"2204",46.946778377222
"2205",46.9574275274956
"2206",46.9680742632695
"2207",46.9787185861854
"2208",46.9893604978829
"2209",47
"2210",47.0106370941726
"2211",47.021271782035
"2212",47.0319040652194
"2213",47.0425339453563
"2214",47.0531614240744
"2215",47.0637865030004
"2216",47.0744091837593
"2217",47.0850294679742
"2218",47.0956473572665
"2219",47.1062628532555
"2220",47.116875957559
"2221",47.1274866717927
"2222",47.1380949975707
"2223",47.1487009365051
"2224",47.1593044902064
"2225",47.169905660283
"2226",47.1805044483418
"2227",47.1911008559877
"2228",47.2016948848238
"2229",47.2122865364515
"2230",47.2228758124704
"2231",47.2334627144782
"2232",47.2440472440709
"2233",47.2546294028426
"2234",47.2652091923859
"2235",47.2757866142913
"2236",47.2863616701476
"2237",47.2969343615419
"2238",47.3075046900595
"2239",47.3180726572839
"2240",47.3286382647969
"2241",47.3392015141785
"2242",47.3497624070069
"2243",47.3603209448585
"2244",47.370877129308
"2245",47.3814309619285
"2246",47.3919824442911
"2247",47.4025315779653
"2248",47.4130783645188
"2249",47.4236228055175
"2250",47.4341649025257
"2251",47.4447046571058
"2252",47.4552420708187
"2253",47.4657771452233
"2254",47.4763098818769
"2255",47.4868402823351
"2256",47.4973683481517
"2257",47.5078940808788
"2258",47.5184174820669
"2259",47.5289385532646
"2260",47.5394572960189
"2261",47.549973711875
"2262",47.5604878023765
"2263",47.5709995690652
"2264",47.5815090134813
"2265",47.5920161371632
"2266",47.6025209416476
"2267",47.6130234284697
"2268",47.6235235991626
"2269",47.6340214552582
"2270",47.6445169982864
"2271",47.6550102297754
"2272",47.6655011512519
"2273",47.6759897642409
"2274",47.6864760702655
"2275",47.6969600708473
"2276",47.7074417675063
"2277",47.7179211617606
"2278",47.7283982551269
"2279",47.73887304912
"2280",47.7493455452533
"2281",47.7598157450382
"2282",47.7702836499847
"2283",47.7807492616012
"2284",47.7912125813941
"2285",47.8016736108685
"2286",47.8121323515277
"2287",47.8225888048734
"2288",47.8330429724056
"2289",47.8434948556227
"2290",47.8539444560216
"2291",47.8643917750973
"2292",47.8748368143433
"2293",47.8852795752515
"2294",47.8957200593122
"2295",47.9061582680139
"2296",47.9165942028438
"2297",47.927027865287
"2298",47.9374592568275
"2299",47.9478883789474
"2300",47.9583152331272
"2301",47.9687398208458
"2302",47.9791621435806
"2303",47.9895822028073
"2304",48
"2305",48.0104155366312
"2306",48.0208288141719
"2307",48.0312398340913
"2308",48.0416485978573
"2309",48.0520551069359
"2310",48.0624593627917
"2311",48.0728613668877
"2312",48.0832611206852
"2313",48.0936586256442
"2314",48.1040538832228
"2315",48.1144468948776
"2316",48.1248376620639
"2317",48.135226186235
"2318",48.1456124688429
"2319",48.155996511338
"2320",48.1663783151692
"2321",48.1767578817836
"2322",48.187135212627
"2323",48.1975103091436
"2324",48.2078831727758
"2325",48.2182538049648
"2326",48.22862220715
"2327",48.2389883807693
"2328",48.2493523272593
"2329",48.2597140480546
"2330",48.2700735445887
"2331",48.2804308182932
"2332",48.2907858705985
"2333",48.3011387029333
"2334",48.3114893167247
"2335",48.3218377133983
"2336",48.3321838943783
"2337",48.3425278610873
"2338",48.3528696149463
"2339",48.363209157375
"2340",48.3735464897913
"2341",48.3838816136118
"2342",48.3942145302514
"2343",48.4045452411238
"2344",48.4148737476408
"2345",48.425200051213
"2346",48.4355241532493
"2347",48.4458460551573
"2348",48.4561657583429
"2349",48.4664832642105
"2350",48.4767985741633
"2351",48.4871116896026
"2352",48.4974226119286
"2353",48.5077313425396
"2354",48.5180378828328
"2355",48.5283422342037
"2356",48.5386443980464
"2357",48.5489443757534
"2358",48.5592421687159
"2359",48.5695377783236
"2360",48.5798312059645
"2361",48.5901224530254
"2362",48.6004115208915
"2363",48.6106984109465
"2364",48.6209831245729
"2365",48.6312656631513
"2366",48.6415460280612
"2367",48.6518242206806
"2368",48.6621002423858
"2369",48.6723740945518
"2370",48.6826457785523
"2371",48.6929152957594
"2372",48.7031826475437
"2373",48.7134478352744
"2374",48.7237108603193
"2375",48.7339717240448
"2376",48.7442304278158
"2377",48.7544869729956
"2378",48.7647413609464
"2379",48.7749935930288
"2380",48.7852436706019
"2381",48.7954915950234
"2382",48.8057373676497
"2383",48.8159809898357
"2384",48.8262224629348
"2385",48.8364617882991
"2386",48.8466989672793
"2387",48.8569340012244
"2388",48.8671668914825
"2389",48.8773976393997
"2390",48.8876262463213
"2391",48.8978527135906
"2392",48.9080770425499
"2393",48.91829923454
"2394",48.9285192909003
"2395",48.9387372129686
"2396",48.9489530020817
"2397",48.9591666595746
"2398",48.9693781867812
"2399",48.9795875850338
"2400",48.9897948556636
"2401",49
"2402",49.0102030193714
"2403",49.0204039151046
"2404",49.0306026885251
"2405",49.0407993409569
"2406",49.0509938737229
"2407",49.0611862881443
"2408",49.0713765855412
"2409",49.0815647672321
"2410",49.0917508345343
"2411",49.1019347887637
"2412",49.1121166312347
"2413",49.1222963632605
"2414",49.132473986153
"2415",49.1426495012225
"2416",49.152822909778
"2417",49.1629942131274
"2418",49.173163412577
"2419",49.1833305094317
"2420",49.1934955049954
"2421",49.2036584005702
"2422",49.2138191974571
"2423",49.2239778969559
"2424",49.2341345003647
"2425",49.2442890089805
"2426",49.254441424099
"2427",49.2645917470144
"2428",49.2747399790197
"2429",49.2848861214064
"2430",49.295030175465
"2431",49.3051721424842
"2432",49.3153120237518
"2433",49.3254498205541
"2434",49.335585534176
"2435",49.3457191659013
"2436",49.3558507170123
"2437",49.3659801887899
"2438",49.376107582514
"2439",49.386232899463
"2440",49.3963561409139
"2441",49.4064773081425
"2442",49.4165964024233
"2443",49.4267134250296
"2444",49.4368283772331
"2445",49.4469412603045
"2446",49.457052075513
"2447",49.4671608241265
"2448",49.4772675074119
"2449",49.4873721266345
"2450",49.4974746830583
"2451",49.5075751779463
"2452",49.5176736125598
"2453",49.5277699881592
"2454",49.5378643060033
"2455",49.54795656735
"2456",49.5580467734555
"2457",49.5681349255749
"2458",49.5782210249622
"2459",49.5883050728698
"2460",49.598387070549
"2461",49.6084670192499
"2462",49.6185449202211
"2463",49.6286207747102
"2464",49.6386945839634
"2465",49.6487663492256
"2466",49.6588360717405
"2467",49.6689037527506
"2468",49.6789693934969
"2469",49.6890329952194
"2470",49.6990945591567
"2471",49.7091540865463
"2472",49.7192115786242
"2473",49.7292670366254
"2474",49.7393204617835
"2475",49.749371855331
"2476",49.7594212184989
"2477",49.7694685525172
"2478",49.7795138586146
"2479",49.7895571380184
"2480",49.7995983919549
"2481",49.8096376216491
"2482",49.8196748283246
"2483",49.829710013204
"2484",49.8397431775084
"2485",49.8497743224581
"2486",49.8598034492716
"2487",49.8698305591667
"2488",49.8798556533597
"2489",49.8898787330657
"2490",49.8998997994986
"2491",49.9099188538711
"2492",49.9199358973947
"2493",49.9299509312797
"2494",49.9399639567351
"2495",49.9499749749687
"2496",49.9599839871872
"2497",49.9699909945959
"2498",49.9799959983992
"2499",49.9899989998
"2500",50
"2501",50.0099990001999
"2502",50.0199960015992
"2503",50.029991005396
"2504",50.0399840127872
"2505",50.0499750249688
"2506",50.0599640431353
"2507",50.0699510684802
"2508",50.0799361021957
"2509",50.0899191454728
"2510",50.0999001995014
"2511",50.1098792654702
"2512",50.1198563445667
"2513",50.1298314379771
"2514",50.1398045468867
"2515",50.1497756724793
"2516",50.1597448159378
"2517",50.1697119784437
"2518",50.1796771611775
"2519",50.1896403653184
"2520",50.1996015920445
"2521",50.2095608425328
"2522",50.2195181179589
"2523",50.2294734194974
"2524",50.2394267483219
"2525",50.2493781056044
"2526",50.2593274925162
"2527",50.2692749102272
"2528",50.2792203599061
"2529",50.2891638427206
"2530",50.2991053598372
"2531",50.3090449124211
"2532",50.3189825016365
"2533",50.3289181286465
"2534",50.3388517946129
"2535",50.3487835006964
"2536",50.3587132480567
"2537",50.3686410378521
"2538",50.37856687124
"2539",50.3884907493765
"2540",50.3984126734166
"2541",50.4083326445142
"2542",50.4182506638221
"2543",50.4281667324919
"2544",50.438080851674
"2545",50.4479930225178
"2546",50.4579032461715
"2547",50.4678115237822
"2548",50.4777178564959
"2549",50.4876222454574
"2550",50.4975246918104
"2551",50.5074251966976
"2552",50.5173237612604
"2553",50.5272203866391
"2554",50.5371150739731
"2555",50.5470078244004
"2556",50.5568986390582
"2557",50.5667875190821
"2558",50.5766744656072
"2559",50.586559479767
"2560",50.5964425626941
"2561",50.60632371552
"2562",50.6162029393751
"2563",50.6260802353886
"2564",50.6359556046887
"2565",50.6458290484024
"2566",50.6557005676558
"2567",50.6655701635736
"2568",50.6754378372797
"2569",50.6853035898967
"2570",50.6951674225463
"2571",50.7050293363489
"2572",50.7148893324239
"2573",50.7247474118896
"2574",50.7346035758633
"2575",50.7444578254611
"2576",50.7543101617981
"2577",50.7641605859882
"2578",50.7740090991444
"2579",50.7838557023785
"2580",50.7937003968012
"2581",50.8035431835222
"2582",50.81338406365
"2583",50.8232230382922
"2584",50.8330601085553
"2585",50.8428952755446
"2586",50.8527285403645
"2587",50.8625599041181
"2588",50.8723893679076
"2589",50.8822169328342
"2590",50.8920425999979
"2591",50.9018663704977
"2592",50.9116882454314
"2593",50.9215082258961
"2594",50.9313263129874
"2595",50.9411425078001
"2596",50.950956811428
"2597",50.9607692249636
"2598",50.9705797494986
"2599",50.9803883861235
"2600",50.9901951359278
"2601",51
"2602",51.0098029794274
"2603",51.0196040752964
"2604",51.0294032886923
"2605",51.0392006206994
"2606",51.0489960724009
"2607",51.058789644879
"2608",51.0685813392148
"2609",51.0783711564885
"2610",51.0881590977792
"2611",51.0979451641649
"2612",51.1077293567226
"2613",51.1175116765282
"2614",51.1272921246569
"2615",51.1370707021824
"2616",51.1468474101777
"2617",51.1566222497147
"2618",51.1663952218641
"2619",51.1761663276959
"2620",51.1859355682789
"2621",51.1957029446808
"2622",51.2054684579684
"2623",51.2152321092075
"2624",51.2249938994628
"2625",51.234753829798
"2626",51.2445119012758
"2627",51.254268114958
"2628",51.2640224719052
"2629",51.2737749731771
"2630",51.2835256198323
"2631",51.2932744129286
"2632",51.3030213535226
"2633",51.31276644267
"2634",51.3225096814254
"2635",51.3322510708424
"2636",51.3419906119737
"2637",51.3517283058711
"2638",51.361464153585
"2639",51.3711981561653
"2640",51.3809303146605
"2641",51.3906606301184
"2642",51.4003891035856
"2643",51.4101157361078
"2644",51.4198405287298
"2645",51.4295634824952
"2646",51.4392845984467
"2647",51.4490038776262
"2648",51.4587213210744
"2649",51.4684369298311
"2650",51.478150704935
"2651",51.487862647424
"2652",51.4975727583349
"2653",51.5072810387036
"2654",51.516987489565
"2655",51.526692111953
"2656",51.5363949069005
"2657",51.5460958754395
"2658",51.555795018601
"2659",51.565492337415
"2660",51.5751878329105
"2661",51.5848815061157
"2662",51.5945733580577
"2663",51.6042633897627
"2664",51.6139516022558
"2665",51.6236379965612
"2666",51.6333225737023
"2667",51.6430053347014
"2668",51.6526862805798
"2669",51.662365412358
"2670",51.6720427310552
"2671",51.6817182376902
"2672",51.6913919332803
"2673",51.7010638188423
"2674",51.7107338953916
"2675",51.720402163943
"2676",51.7300686255102
"2677",51.7397332811061
"2678",51.7493961317424
"2679",51.7590571784301
"2680",51.7687164221791
"2681",51.7783738639985
"2682",51.7880295048962
"2683",51.7976833458795
"2684",51.8073353879545
"2685",51.8169856321265
"2686",51.8266340793998
"2687",51.8362807307777
"2688",51.8459255872629
"2689",51.8555686498567
"2690",51.8652099195598
"2691",51.8748493973717
"2692",51.8844870842914
"2693",51.8941229813165
"2694",51.9037570894439
"2695",51.9133894096696
"2696",51.9230199429887
"2697",51.9326486903951
"2698",51.9422756528822
"2699",51.9519008314422
"2700",51.9615242270663
"2701",51.9711458407451
"2702",51.9807656734681
"2703",51.9903837262238
"2704",52
"2705",52.0096144957834
"2706",52.0192272145598
"2707",52.0288381573143
"2708",52.0384473250308
"2709",52.0480547186924
"2710",52.0576603392815
"2711",52.0672641877793
"2712",52.0768662651661
"2713",52.0864665724217
"2714",52.0960651105244
"2715",52.1056618804521
"2716",52.1152568831815
"2717",52.1248501196886
"2718",52.1344415909483
"2719",52.1440312979348
"2720",52.1536192416212
"2721",52.1632054229799
"2722",52.1727898429823
"2723",52.182372502599
"2724",52.1919534027996
"2725",52.2015325445527
"2726",52.2111099288265
"2727",52.2206855565876
"2728",52.2302594288024
"2729",52.2398315464359
"2730",52.2494019104525
"2731",52.2589705218157
"2732",52.2685373814879
"2733",52.2781024904309
"2734",52.2876658496055
"2735",52.2972274599715
"2736",52.3067873224881
"2737",52.3163454381133
"2738",52.3259018078045
"2739",52.3354564325181
"2740",52.3450093132096
"2741",52.3545604508337
"2742",52.3641098463442
"2743",52.373657500694
"2744",52.3832034148352
"2745",52.3927475897189
"2746",52.4022900262956
"2747",52.4118307255146
"2748",52.4213696883246
"2749",52.4309069156733
"2750",52.4404424085076
"2751",52.4499761677734
"2752",52.459508194416
"2753",52.4690384893796
"2754",52.4785670536077
"2755",52.4880938880428
"2756",52.4976189936268
"2757",52.5071423713003
"2758",52.5166640220035
"2759",52.5261839466756
"2760",52.5357021462548
"2761",52.5452186216786
"2762",52.5547333738836
"2763",52.5642464038057
"2764",52.5737577123797
"2765",52.5832673005396
"2766",52.5927751692188
"2767",52.6022813193496
"2768",52.6117857518636
"2769",52.6212884676915
"2770",52.6307894677631
"2771",52.6402887530074
"2772",52.6497863243527
"2773",52.6592821827263
"2774",52.6687763290548
"2775",52.6782687642637
"2776",52.687759489278
"2777",52.6972485050216
"2778",52.7067358124178
"2779",52.7162214123888
"2780",52.7257053058563
"2781",52.7351874937408
"2782",52.7446679769624
"2783",52.7541467564399
"2784",52.7636238330917
"2785",52.773099207835
"2786",52.7825728815866
"2787",52.792044855262
"2788",52.8015151297763
"2789",52.8109837060436
"2790",52.820450584977
"2791",52.8299157674892
"2792",52.8393792544916
"2793",52.8488410468952
"2794",52.85830114561
"2795",52.8677595515452
"2796",52.8772162656091
"2797",52.8866712887094
"2798",52.8961246217528
"2799",52.9055762656452
"2800",52.9150262212918
"2801",52.924474489597
"2802",52.9339210714642
"2803",52.9433659677962
"2804",52.9528091794949
"2805",52.9622507074614
"2806",52.9716905525961
"2807",52.9811287157984
"2808",52.9905651979671
"2809",53
"2810",53.0094331227943
"2811",53.0188645672463
"2812",53.0282943342514
"2813",53.0377224247045
"2814",53.0471488394994
"2815",53.0565735795292
"2816",53.0659966456864
"2817",53.0754180388624
"2818",53.084837759948
"2819",53.0942558098331
"2820",53.103672189407
"2821",53.113086899558
"2822",53.1224999411737
"2823",53.1319113151409
"2824",53.1413210223457
"2825",53.1507290636732
"2826",53.160135440008
"2827",53.1695401522338
"2828",53.1789432012333
"2829",53.1883445878888
"2830",53.1977443130815
"2831",53.2071423776921
"2832",53.2165387826003
"2833",53.2259335286851
"2834",53.2353266168247
"2835",53.2447180478965
"2836",53.2541078227774
"2837",53.2634959423431
"2838",53.2728824074688
"2839",53.2822672190289
"2840",53.2916503778969
"2841",53.3010318849457
"2842",53.3104117410474
"2843",53.3197899470731
"2844",53.3291665038935
"2845",53.3385414123783
"2846",53.3479146733966
"2847",53.3572862878164
"2848",53.3666562565053
"2849",53.3760245803301
"2850",53.3853912601566
"2851",53.39475629685
"2852",53.4041196912748
"2853",53.4134814442946
"2854",53.4228415567723
"2855",53.4322000295702
"2856",53.4415568635496
"2857",53.4509120595711
"2858",53.4602656184946
"2859",53.4696175411794
"2860",53.4789678284838
"2861",53.4883164812653
"2862",53.497663500381
"2863",53.507008886687
"2864",53.5163526410386
"2865",53.5256947642905
"2866",53.5350352572967
"2867",53.5443741209102
"2868",53.5537113559835
"2869",53.5630469633683
"2870",53.5723809439155
"2871",53.5817132984753
"2872",53.591044027897
"2873",53.6003731330296
"2874",53.6097006147208
"2875",53.619026473818
"2876",53.6283507111677
"2877",53.6376733276155
"2878",53.6469943240066
"2879",53.6563137011852
"2880",53.665631459995
"2881",53.6749476012786
"2882",53.6842621258782
"2883",53.6935750346352
"2884",53.7028863283902
"2885",53.7121960079831
"2886",53.7215040742532
"2887",53.7308105280388
"2888",53.7401153701776
"2889",53.7494186015068
"2890",53.7587202228625
"2891",53.7680202350803
"2892",53.777318638995
"2893",53.7866154354408
"2894",53.7959106252511
"2895",53.8052042092584
"2896",53.8144961882948
"2897",53.8237865631916
"2898",53.8330753347791
"2899",53.8423625038872
"2900",53.851648071345
"2901",53.8609320379809
"2902",53.8702144046225
"2903",53.8794951720968
"2904",53.8887743412299
"2905",53.8980519128475
"2906",53.9073278877742
"2907",53.9166022668343
"2908",53.9258750508511
"2909",53.9351462406472
"2910",53.9444158370447
"2911",53.9536838408648
"2912",53.9629502529282
"2913",53.9722150740545
"2914",53.9814783050631
"2915",53.9907399467724
"2916",54
"2917",54.0092584655631
"2918",54.018515344278
"2919",54.0277706369604
"2920",54.0370243444252
"2921",54.0462764674866
"2922",54.0555270069583
"2923",54.0647759636531
"2924",54.0740233383831
"2925",54.0832691319598
"2926",54.0925133451941
"2927",54.1017559788959
"2928",54.1109970338747
"2929",54.1202365109392
"2930",54.1294744108974
"2931",54.1387107345567
"2932",54.1479454827235
"2933",54.157178656204
"2934",54.1664102558034
"2935",54.1756402823261
"2936",54.1848687365763
"2937",54.1940956193569
"2938",54.2033209314706
"2939",54.2125446737192
"2940",54.2217668469038
"2941",54.230987451825
"2942",54.2402064892825
"2943",54.2494239600754
"2944",54.2586398650021
"2945",54.2678542048605
"2946",54.2770669804476
"2947",54.2862781925599
"2948",54.2954878419929
"2949",54.3046959295419
"2950",54.3139024560011
"2951",54.3231074221643
"2952",54.3323108288245
"2953",54.3415126767741
"2954",54.3507129668048
"2955",54.3599116997075
"2956",54.3691088762727
"2957",54.3783044972901
"2958",54.3874985635486
"2959",54.3966910758366
"2960",54.4058820349418
"2961",54.4150714416512
"2962",54.4242592967511
"2963",54.4334456010273
"2964",54.4426303552648
"2965",54.4518135602479
"2966",54.4609952167604
"2967",54.4701753255853
"2968",54.4793538875049
"2969",54.4885309033011
"2970",54.4977063737549
"2971",54.5068802996466
"2972",54.516052681756
"2973",54.5252235208623
"2974",54.5343928177439
"2975",54.5435605731786
"2976",54.5527267879434
"2977",54.561891462815
"2978",54.571054598569
"2979",54.5802161959808
"2980",54.5893762558247
"2981",54.5985347788748
"2982",54.6076917659042
"2983",54.6168472176855
"2984",54.6260011349907
"2985",54.6351535185909
"2986",54.644304369257
"2987",54.6534536877588
"2988",54.6626014748658
"2989",54.6717477313466
"2990",54.6808924579693
"2991",54.6900356555013
"2992",54.6991773247094
"2993",54.7083174663597
"2994",54.7174560812178
"2995",54.7265931700485
"2996",54.735728733616
"2997",54.744862772684
"2998",54.7539952880153
"2999",54.7631262803723
"3000",54.7722557505166
"3001",54.7813836992093
"3002",54.7905101272109
"3003",54.799635035281
"3004",54.8087584241789
"3005",54.817880294663
"3006",54.8270006474912
"3007",54.8361194834208
"3008",54.8452368032084
"3009",54.8543526076099
"3010",54.8634668973808
"3011",54.8725796732758
"3012",54.881690936049
"3013",54.8908006864538
"3014",54.8999089252432
"3015",54.9090156531694
"3016",54.9181208709839
"3017",54.9272245794378
"3018",54.9363267792815
"3019",54.9454274712646
"3020",54.9545266561363
"3021",54.9636243346452
"3022",54.972720507539
"3023",54.9818151755651
"3024",54.9909083394701
"3025",55
"3026",55.0090901579003
"3027",55.0181788139157
"3028",55.0272659687904
"3029",55.0363516232681
"3030",55.0454357780915
"3031",55.0545184340032
"3032",55.0635995917448
"3033",55.0726792520575
"3034",55.0817574156816
"3035",55.0908340833573
"3036",55.0999092558236
"3037",55.1089829338194
"3038",55.1180551180827
"3039",55.1271258093509
"3040",55.1361950083609
"3041",55.145262715849
"3042",55.1543289325507
"3043",55.1633936592012
"3044",55.1724568965349
"3045",55.1815186452856
"3046",55.1905789061865
"3047",55.1996376799703
"3048",55.208694967369
"3049",55.2177507691141
"3050",55.2268050859363
"3051",55.2358579185659
"3052",55.2449092677325
"3053",55.2539591341652
"3054",55.2630075185924
"3055",55.2720544217419
"3056",55.281099844341
"3057",55.2901437871163
"3058",55.299186250794
"3059",55.3082272360993
"3060",55.3172667437573
"3061",55.3263047744922
"3062",55.3353413290277
"3063",55.3443764080868
"3064",55.3534100123922
"3065",55.3624421426656
"3066",55.3714727996285
"3067",55.3805019840016
"3068",55.3895296965049
"3069",55.3985559378582
"3070",55.4075807087803
"3071",55.4166040099896
"3072",55.4256258422041
"3073",55.4346462061408
"3074",55.4436651025164
"3075",55.4526825320471
"3076",55.4616984954482
"3077",55.4707129934347
"3078",55.4797260267208
"3079",55.4887375960203
"3080",55.4977477020464
"3081",55.5067563455117
"3082",55.515763527128
"3083",55.524769247607
"3084",55.5337735076593
"3085",55.5427763079953
"3086",55.5517776493246
"3087",55.5607775323564
"3088",55.5697759577992
"3089",55.578772926361
"3090",55.5877684387492
"3091",55.5967624956706
"3092",55.6057550978314
"3093",55.6147462459373
"3094",55.6237359406935
"3095",55.6327241828045
"3096",55.6417109729742
"3097",55.6506963119061
"3098",55.659680200303
"3099",55.6686626388671
"3100",55.6776436283002
"3101",55.6866231693034
"3102",55.6956012625773
"3103",55.7045779088218
"3104",55.7135531087365
"3105",55.7225268630201
"3106",55.7314991723711
"3107",55.7404700374871
"3108",55.7494394590654
"3109",55.7584074378026
"3110",55.7673739743947
"3111",55.7763390695374
"3112",55.7853027239254
"3113",55.7942649382533
"3114",55.8032257132148
"3115",55.8121850495033
"3116",55.8211429478115
"3117",55.8300994088314
"3118",55.8390544332549
"3119",55.8480080217728
"3120",55.8569601750758
"3121",55.8659108938537
"3122",55.874860178796
"3123",55.8838080305915
"3124",55.8927544499285
"3125",55.9016994374947
"3126",55.9106429939775
"3127",55.9195851200633
"3128",55.9285258164383
"3129",55.937465083788
"3130",55.9464029227975
"3131",55.9553393341511
"3132",55.9642743185329
"3133",55.9732078766261
"3134",55.9821400091136
"3135",55.9910707166777
"3136",56
"3137",56.0089278597618
"3138",56.0178542966437
"3139",56.0267793113258
"3140",56.0357029044876
"3141",56.0446250768082
"3142",56.0535458289661
"3143",56.0624651616391
"3144",56.0713830755047
"3145",56.0802995712398
"3146",56.0892146495206
"3147",56.098128311023
"3148",56.1070405564221
"3149",56.1159513863928
"3150",56.1248608016091
"3151",56.1337688027448
"3152",56.1426753904728
"3153",56.1515805654658
"3154",56.1604843283959
"3155",56.1693866799345
"3156",56.1782876207526
"3157",56.1871871515206
"3158",56.1960852729085
"3159",56.2049819855856
"3160",56.2138772902208
"3161",56.2227711874824
"3162",56.2316636780382
"3163",56.2405547625555
"3164",56.2494444417009
"3165",56.2583327161408
"3166",56.2672195865408
"3167",56.276105053566
"3168",56.2849891178812
"3169",56.2938717801503
"3170",56.302753041037
"3171",56.3116329012043
"3172",56.3205113613149
"3173",56.3293884220306
"3174",56.3382640840131
"3175",56.3471383479232
"3176",56.3560112144215
"3177",56.3648826841678
"3178",56.3737527578216
"3179",56.3826214360418
"3180",56.3914887194867
"3181",56.4003546088143
"3182",56.4092191046818
"3183",56.4180822077461
"3184",56.4269439186635
"3185",56.4358042380899
"3186",56.4446631666803
"3187",56.4535207050898
"3188",56.4623768539724
"3189",56.471231613982
"3190",56.4800849857718
"3191",56.4889369699944
"3192",56.4977875673021
"3193",56.5066367783467
"3194",56.5154846037792
"3195",56.5243310442503
"3196",56.5331761004103
"3197",56.5420197729087
"3198",56.5508620623948
"3199",56.5597029695171
"3200",56.5685424949238
"3201",56.5773806392625
"3202",56.5862174031804
"3203",56.5950527873241
"3204",56.6038867923396
"3205",56.6127194188726
"3206",56.6215506675683
"3207",56.6303805390711
"3208",56.6392090340252
"3209",56.6480361530742
"3210",56.6568618968612
"3211",56.6656862660288
"3212",56.674509261219
"3213",56.6833308830736
"3214",56.6921511322335
"3215",56.7009700093393
"3216",56.7097875150313
"3217",56.7186036499489
"3218",56.7274184147313
"3219",56.7362318100171
"3220",56.7450438364444
"3221",56.7538544946508
"3222",56.7626637852735
"3223",56.771471708949
"3224",56.7802782663136
"3225",56.7890834580027
"3226",56.7978872846517
"3227",56.8066897468951
"3228",56.8154908453672
"3229",56.8242905807015
"3230",56.8330889535313
"3231",56.8418859644893
"3232",56.8506816142076
"3233",56.859475903318
"3234",56.8682688324517
"3235",56.8770604022395
"3236",56.8858506133116
"3237",56.8946394662977
"3238",56.9034269618272
"3239",56.9122131005288
"3240",56.9209978830308
